source_path,file_type,mime_type,size_bytes,sha256,bucket,likely_project_role,status_label,recommended_destination,duplication_status,duplicate_group_size,migration_status,migrated_to
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/figures/exp04_inverse_spectroscopy.png,png,image/png,176890,a5aaaa320f85ecf37f14c4290d944801b97004e3d4c8b0719fc79f61882c0c14,spectral/qnm,spectral_figure,empirical,docs/figures/spectral/exp04_inverse_spectroscopy.png,unique,1,copied,docs/figures/spectral/exp04_inverse_spectroscopy.png
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/figures/exp05_rdt_overtone.png,png,image/png,96258,87752b1e75af305c7f3c0fe2e160dd41fa6a42d6c885880d0a58cdfb666164b8,spectral/qnm,spectral_figure,empirical,docs/figures/spectral/exp05_rdt_overtone.png,unique,1,copied,docs/figures/spectral/exp05_rdt_overtone.png
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/BASELINE_ASSESSMENT.md,md,text/markdown,6619,fad4fbc039246c9f0b2625645fa5cbe60f8cb288869bce0a7b0ef07231cf72ec,recursive-spacetime,recursive_project_doc,exploratory,docs/recursive-spacetime/BASELINE_ASSESSMENT.md,unique,1,copied,docs/recursive-spacetime/BASELINE_ASSESSMENT.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_horizon_project/README.md,md,text/markdown,3038,5150ac281be9f37f0ecc1b883b2a89c191f11d0bf9878b795d10457552e427b7,recursive-spacetime,recursive_horizon_doc,exploratory,docs/recursive-spacetime/README.md,unique,1,copied,docs/recursive-spacetime/README.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/README.md,md,text/markdown,3424,5a8411f2fdabfcaa907ccae98a48e31451a6a9773805a947c866340b518393e6,recursive-spacetime,recursive_project_doc,exploratory,docs/recursive-spacetime/README.md,unique,1,conflict_archived_variant,archive/old-drafts/conflict-variants/README__variant_5a8411f2fd.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_horizon_project/RESULTS.md,md,text/markdown,9807,2dc13b4a5324a3d70cecc5b4fb1473f28ba918dc4318c11e8453d1fc9ea31f78,recursive-spacetime,recursive_horizon_doc,exploratory,docs/recursive-spacetime/RESULTS.md,duplicate_exact,2,copied,docs/recursive-spacetime/RESULTS.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/RESULTS.md,md,text/markdown,9094,b4ef883a76446595302e61c7965bb6326885c66d3e32d923f51d93c8cee83647,recursive-spacetime,recursive_project_doc,exploratory,docs/recursive-spacetime/RESULTS.md,unique,1,conflict_archived_variant,archive/old-drafts/conflict-variants/RESULTS__variant_b4ef883a76.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/black_hole_dilution_horizon_research_evaluation.md,md,text/markdown,41721,b1041a3929972ae9d9ecceddbe1fe6572c63d22247c8cb47f5d943c9f62b4710,recursive-spacetime,summary_doc,exploratory,docs/recursive-spacetime/black_hole_dilution_horizon_research_evaluation.md,unique,1,copied,docs/recursive-spacetime/black_hole_dilution_horizon_research_evaluation.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_horizon_results.md,md,text/markdown,9807,2dc13b4a5324a3d70cecc5b4fb1473f28ba918dc4318c11e8453d1fc9ea31f78,recursive-spacetime,summary_doc,exploratory,docs/recursive-spacetime/recursive_horizon_results.md,duplicate_exact,2,copied,docs/recursive-spacetime/recursive_horizon_results.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/requirements.txt,txt,text/plain,24,6bd31e587c06276bf231cec25395b5d4a0b1e38c4d2b00813b2dd96aad14f17a,recursive-spacetime,recursive_project_doc,exploratory,docs/recursive-spacetime/requirements.txt,unique,1,copied,docs/recursive-spacetime/requirements.txt
/Users/stevenreid/Downloads/1004.5162v1.pdf,pdf,application/pdf,118511,24372c7589f94f37407e7d2eb3f6112802da175458955829e3656bbb7ab6a203,references,reference_paper,reference,docs/references/1004.5162v1.pdf,unique,1,copied,docs/references/1004.5162v1.pdf
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/research_docs/00_project_overview.md,md,text/markdown,5695,dbe36952b5998f155a07d79bfdd5ea5aeb61ca9153ade1d697c7949bdeb1b10b,spectral/qnm,spectral_doc,exploratory,docs/spectral/00_project_overview.md,unique,1,copied,docs/spectral/00_project_overview.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/research_docs/01_triage_memo.md,md,text/markdown,11936,e167bf7a4c44e7cec2e64aaee6570e1d59749756438f470be4e089d851adfb5b,spectral/qnm,spectral_doc,exploratory,docs/spectral/01_triage_memo.md,unique,1,copied,docs/spectral/01_triage_memo.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/research_docs/02_literature_positioning.md,md,text/markdown,7050,da53253be68d07e5f93fc63bd7429c1bd68534005586f7e50c4a21aa1f5b27ec,spectral/qnm,spectral_doc,exploratory,docs/spectral/02_literature_positioning.md,unique,1,copied,docs/spectral/02_literature_positioning.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/research_docs/03_mathematical_framework.md,md,text/markdown,11907,cd76b59ed03604476daf02188c5a8c09a1c6925707b0aa4c18af2a035a936287,spectral/qnm,spectral_doc,approximation-based,docs/spectral/03_mathematical_framework.md,unique,1,copied,docs/spectral/03_mathematical_framework.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/research_docs/03a_framework_audit.md,md,text/markdown,15636,03575e77c343b008be28870c52a9372085aa765dbe3152a60e94c6872009a195,spectral/qnm,spectral_doc_revised,exploratory,docs/spectral/03a_framework_audit.md,unique,1,copied,docs/spectral/03a_framework_audit.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/research_docs/03b_mathematical_framework_revised.md,md,text/markdown,22265,e0e3084b6f8d56c8ed7a45eb5d40a8c5c0661ed7b1336e384b390d07261c2fb2,spectral/qnm,spectral_doc_revised,exploratory,docs/spectral/03b_mathematical_framework_revised.md,unique,1,copied,docs/spectral/03b_mathematical_framework_revised.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/research_docs/04_experiment_plan.md,md,text/markdown,6003,f08ef9cab4f175a8dc0b4a0eb250a330e786145563e966180747f622614baee2,spectral/qnm,spectral_doc,approximation-based,docs/spectral/04_experiment_plan.md,unique,1,copied,docs/spectral/04_experiment_plan.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/research_docs/04a_statement_pipeline.md,md,text/markdown,16338,40cba18ac6b794038f22814126a906f2ed9228437d1aa70a39d533ebafec830f,spectral/qnm,spectral_doc_revised,exploratory,docs/spectral/04a_statement_pipeline.md,unique,1,copied,docs/spectral/04a_statement_pipeline.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/research_docs/04b_exact_derivations.md,md,text/markdown,14373,9045aab0fefe67f12696f3ad0731e4558a73e9da3e30a81b1d124b1ff71d3c75,spectral/qnm,spectral_doc_revised,approximation-based,docs/spectral/04b_exact_derivations.md,unique,1,copied,docs/spectral/04b_exact_derivations.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/research_docs/04c_negative_results_formalized.md,md,text/markdown,12446,c1da39dbcb31d16b2aef0433ef2ea00122033aa1253b2011afebbcb26fb96476,spectral/qnm,spectral_doc_revised,exploratory,docs/spectral/04c_negative_results_formalized.md,unique,1,copied,docs/spectral/04c_negative_results_formalized.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/research_docs/05_results_and_analysis.md,md,text/markdown,13864,d9a8b8893035cfcf4929e41cc0b4e1c3f5b6f6a32cec205d4f186893a831a0ba,spectral/qnm,spectral_doc,empirical,docs/spectral/05_results_and_analysis.md,unique,1,copied,docs/spectral/05_results_and_analysis.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/research_docs/05a_high_l_results.md,md,text/markdown,9991,904715bf16e1273df46cc6e192d097d468e9bbc463ad79e25175190e88a05210,spectral/qnm,spectral_doc_revised,empirical,docs/spectral/05a_high_l_results.md,unique,1,copied,docs/spectral/05a_high_l_results.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/research_docs/05b_q_carnot_analysis.md,md,text/markdown,9782,34e681343debb4f43fdf32f4cce92382decea941a2b1949eee97cfa5fe7ef4d1,spectral/qnm,spectral_doc_revised,empirical,docs/spectral/05b_q_carnot_analysis.md,unique,1,copied,docs/spectral/05b_q_carnot_analysis.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/research_docs/05c_exact_numeric_plan.md,md,text/markdown,10360,a7bb81a8bb7f6a47879a45eb06923fb0988894762d30f00127a8a6ed5195e13a,spectral/qnm,spectral_doc_revised,empirical,docs/spectral/05c_exact_numeric_plan.md,unique,1,copied,docs/spectral/05c_exact_numeric_plan.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/research_docs/06_next_steps.md,md,text/markdown,8919,a852611c6f7146ca492ac37031622cc4c41836ff65fa9b2c219a70e8e36fae90,spectral/qnm,spectral_doc,exploratory,docs/spectral/06_next_steps.md,unique,1,copied,docs/spectral/06_next_steps.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/research_docs/06a_proof_status_map.md,md,text/markdown,6139,1ba0a0f91a0c4314d211174c8299b8b2cd232b6d7e0d5fbee132a93d0d588efd,spectral/qnm,spectral_doc_revised,open-questions,docs/spectral/06a_proof_status_map.md,unique,1,copied,docs/spectral/06a_proof_status_map.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/research_docs/06b_research_synthesis_revised.md,md,text/markdown,11255,0d7f4803bd91af6e69a2345ec48d5d1410c7218f07fa556aad66fa693e2e9fbb,spectral/qnm,spectral_doc_revised,exploratory,docs/spectral/06b_research_synthesis_revised.md,unique,1,copied,docs/spectral/06b_research_synthesis_revised.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/sds_entropy_structure.md,md,text/markdown,26247,bcc0ce8ac8642dd0497b9c127ee739b589317eeb67a08b45c6709b7937e14345,core-sds-theory,core_theory_paper_or_note,exact,docs/theory/sds-entropy-structure.md,unique,1,copied,docs/theory/sds-entropy-structure.md
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/experiments/__init__.py,py,text/x-python,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,recursive-spacetime,recursive_experiment_script,empirical,experiments/recursive_spacetime/__init__.py,duplicate_exact,3,copied,experiments/recursive_spacetime/__init__.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/experiments/exp01_rebuild_sds_baseline.py,py,text/x-python,4599,4426faa58e8e67cf76dc8b118f248403207f1c9c487d5a650cede62b1f60130d,recursive-spacetime,recursive_experiment_script,empirical,experiments/recursive_spacetime/exp01_rebuild_sds_baseline.py,unique,1,copied,experiments/recursive_spacetime/exp01_rebuild_sds_baseline.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/experiments/exp02_recursive_parameter_flow.py,py,text/x-python,7875,8dd4c44092a3e41629777b5cfc0253a643d8d77095ce053ada526a716e9df6f0,recursive-spacetime,recursive_experiment_script,empirical,experiments/recursive_spacetime/exp02_recursive_parameter_flow.py,unique,1,copied,experiments/recursive_spacetime/exp02_recursive_parameter_flow.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/experiments/exp03_rnds_extension.py,py,text/x-python,9177,cbe1a014983b00195cb16b2f5fb04d3c4597d9761ecd3fc99386b8d5b3118702,recursive-spacetime,recursive_experiment_script,empirical,experiments/recursive_spacetime/exp03_rnds_extension.py,unique,1,copied,experiments/recursive_spacetime/exp03_rnds_extension.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/experiments/exp04_scalar_field_integration.py,py,text/x-python,7771,d745cb2157923741e012a7a7a4616992d84163b5f38e1edb3e51ed32e00bfeba,recursive-spacetime,recursive_experiment_script,empirical,experiments/recursive_spacetime/exp04_scalar_field_integration.py,unique,1,copied,experiments/recursive_spacetime/exp04_scalar_field_integration.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/experiments/exp05_full_robustness_scan.py,py,text/x-python,9241,5f6682663d0e2cdb0382f4e4cd033f5030a745ca9ce03ee035a2cb7c17215c6a,recursive-spacetime,recursive_experiment_script,empirical,experiments/recursive_spacetime/exp05_full_robustness_scan.py,unique,1,copied,experiments/recursive_spacetime/exp05_full_robustness_scan.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/experiments/exp06_compare_with_horizon_only_model.py,py,text/x-python,9352,c00940b38cc16d6b423ac7b704aeaeedcc168c6fa33ed349c11b528ed7fb6081,recursive-spacetime,recursive_experiment_script,empirical,experiments/recursive_spacetime/exp06_compare_with_horizon_only_model.py,unique,1,copied,experiments/recursive_spacetime/exp06_compare_with_horizon_only_model.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/experiments/run_all.py,py,text/x-python,1895,609677e66c716e9d6b8347664d048fc699d22bd92f827efba4c6a7074b6b8fee,recursive-spacetime,recursive_experiment_script,empirical,experiments/recursive_spacetime/run_all.py,unique,1,copied,experiments/recursive_spacetime/run_all.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_horizon_project/experiments/__init__.py,py,text/x-python,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,recursive-spacetime,recursive_horizon_script,empirical,experiments/rnds/__init__.py,duplicate_exact,3,copied,experiments/rnds/__init__.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_horizon_project/experiments/exp01_symmetric_fixed_points.py,py,text/x-python,3515,54e96d9c77e93c2812b39c2e2d31bc3ddab64be176fb082dbe55059ce28891d1,recursive-spacetime,recursive_horizon_script,empirical,experiments/rnds/exp01_symmetric_fixed_points.py,unique,1,copied,experiments/rnds/exp01_symmetric_fixed_points.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_horizon_project/experiments/exp02_coupled_orbits.py,py,text/x-python,4489,1db0b3015251a877070fdf910914fb5587870ac9719f775aa7496d4b562ade3c,recursive-spacetime,recursive_horizon_script,empirical,experiments/rnds/exp02_coupled_orbits.py,unique,1,copied,experiments/rnds/exp02_coupled_orbits.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_horizon_project/experiments/exp03_parameter_sweep.py,py,text/x-python,5204,7eb58fb736de946f1072fffab9423aaced9a6d56fcbe4035d11f7c08c9088714,recursive-spacetime,recursive_horizon_script,empirical,experiments/rnds/exp03_parameter_sweep.py,unique,1,copied,experiments/rnds/exp03_parameter_sweep.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_horizon_project/experiments/exp04_spectral_dimension.py,py,text/x-python,6552,ea1e76f9b3297b26cb921278ff9e687d21c5ac9a58fb3b35c6caf3d540bddcae,recursive-spacetime,recursive_horizon_script,empirical,experiments/rnds/exp04_spectral_dimension.py,unique,1,copied,experiments/rnds/exp04_spectral_dimension.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_horizon_project/experiments/exp05_rdt_weighting.py,py,text/x-python,5985,8657ad2dcff76bce8dbd34294221b2f4649f9c7e987f9368498a40213c52bff5,recursive-spacetime,recursive_horizon_script,empirical,experiments/rnds/exp05_rdt_weighting.py,unique,1,copied,experiments/rnds/exp05_rdt_weighting.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_horizon_project/experiments/run_all.py,py,text/x-python,1869,f5a2a59debd0353eda711e27e581a41d0391fde8f113e9598db218d54e5eee26,recursive-spacetime,recursive_horizon_script,empirical,experiments/rnds/run_all.py,unique,1,copied,experiments/rnds/run_all.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/experiments/exp01_wkb_baseline.py,py,text/x-python,8719,9fea062319ba4eccf76bddf7cb0522bab0b19fb18752c22667cd2b031d65d9f7,spectral/qnm,spectral_experiment_script,empirical,experiments/spectral/exp01_wkb_baseline.py,unique,1,copied,experiments/spectral/exp01_wkb_baseline.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/experiments/exp02_lambda_scaling.py,py,text/x-python,14398,3ae5e403ffe03a4ad106862bf481d60b1a68e5a96a74576136d915b55e4b3e89,spectral/qnm,spectral_experiment_script,empirical,experiments/spectral/exp02_lambda_scaling.py,unique,1,copied,experiments/spectral/exp02_lambda_scaling.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/experiments/exp03_eisenstein_spectral.py,py,text/x-python,14658,0dc55be8c8259696843bfda61d9c46f0acd24e703fae982382465cc45f4bf664,spectral/qnm,spectral_experiment_script,empirical,experiments/spectral/exp03_eisenstein_spectral.py,unique,1,copied,experiments/spectral/exp03_eisenstein_spectral.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/experiments/exp04_inverse_spectroscopy.py,py,text/x-python,13841,a3ca70da9ccccddfdd78fa1fbc9338408c7b865e2ffa368e659b6027be96f8b4,spectral/qnm,spectral_experiment_script,empirical,experiments/spectral/exp04_inverse_spectroscopy.py,unique,1,copied,experiments/spectral/exp04_inverse_spectroscopy.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/experiments/exp05_rdt_overtone.py,py,text/x-python,9906,311b5462582102beab52d7dc18c1526a6e6b870f6c8961a9686a0a1ce056a7b6,spectral/qnm,spectral_experiment_script,empirical,experiments/spectral/exp05_rdt_overtone.py,unique,1,copied,experiments/spectral/exp05_rdt_overtone.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/experiments/run_all.py,py,text/x-python,2015,7f7c42085be537c089a38c5abad5c57a0c130dd8dffb4046967ae7b73c645ca7,spectral/qnm,spectral_experiment_script,empirical,experiments/spectral/run_all.py,unique,1,copied,experiments/spectral/run_all.py
/Users/stevenreid/Downloads/recursive_spacetime_updated_doc.pdf,pdf,application/pdf,4318,5b0dedfad76894b41117e5ec3cf163c7b580ef0474974a3447c455dbcf3a8462,recursive-spacetime,recursive_pdf_draft,exploratory,papers/drafts/recursive-spacetime-updated-doc.pdf,unique,1,copied,papers/drafts/recursive-spacetime-updated-doc.pdf
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/eisenstein_carnot_paper.md,md,text/markdown,36121,e86ec319ab7158b4b48e867fcb41d261d6006341a485985fedd1836afeb73424,core-sds-theory,core_theory_paper_or_note,exact,papers/sds-theory/eisenstein-carnot-paper.md,unique,1,copied,papers/sds-theory/eisenstein-carnot-paper.md
